country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-03-10,3,1,1,6,5,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-03-11,10,7,25,11,6,-1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-03-12,7,3,2,4,6,-1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-03-13,3,1,-13,1,5,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-03-14,10,9,5,11,9,-1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-03-15,0,3,-26,-1,4,1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-03-16,8,7,14,7,4,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-03-17,7,13,2,1,1,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-03-18,5,9,8,-2,-8,3
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-03-19,0,2,-4,-8,-10,3
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-03-20,-1,2,1,-5,-11,3
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-03-21,-7,-2,-17,-7,-16,2
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-03-22,-10,-3,-13,-7,2,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-03-23,-5,-5,0,-11,-13,4
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-03-24,-9,-7,-12,-12,-15,5
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-03-25,-3,2,0,-8,-14,5
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-03-26,-2,4,22,-6,-14,4
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-03-27,-2,7,17,-3,-16,3
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-03-28,-36,-15,-6,-18,-29,3
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-03-29,-44,-26,-13,-28,-20,2
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-03-30,-42,-26,-36,-45,-57,18
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-03-31,-54,-40,-66,-59,-65,26
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-04-01,-57,-44,-69,-63,-69,28
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-04-02,-57,-44,-69,-64,-70,28
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-04-03,-57,-42,-67,-61,-69,28
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-04-04,-61,-47,-68,-59,-55,14
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-04-05,-60,-45,-62,-55,-39,8
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-04-06,-48,-36,-58,-54,-58,22
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-04-07,-46,-33,-53,-51,-57,22
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-04-08,-46,-33,-43,-48,-56,21
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-04-09,-42,-30,-36,-45,-55,19
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-04-10,-46,-30,-57,-49,-55,20
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-04-11,-53,-36,-62,-49,-46,9
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-04-12,-55,-38,-65,-52,-33,6
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-04-13,-43,-32,-46,-45,-49,17
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-04-14,-42,-28,-41,-44,-50,17
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-04-15,-49,-35,-67,-52,-52,20
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-04-16,-45,-29,-61,-51,-52,20
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-04-17,-45,-27,-63,-51,-54,21
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-04-18,-51,-30,-71,-54,-47,12
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-04-19,-62,-50,-62,-55,-37,6
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-04-20,-49,-39,-50,-50,-53,18
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-04-21,-48,-37,-58,-51,-51,19
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-04-22,-50,-38,-65,-55,-52,20
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-04-23,-45,-33,-58,-51,-51,19
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-04-24,-44,-30,-54,-48,-51,18
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-04-25,-52,-37,-67,-52,-44,9
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-04-26,-53,-37,-62,-51,-31,6
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-04-27,-45,-34,-58,-50,-49,17
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-04-28,-39,-26,-48,-44,-49,17
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-04-29,-43,-29,-57,-46,-49,18
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-04-30,-33,-14,-46,-39,-49,14
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-05-01,-51,-34,-53,-58,-79,21
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-05-02,-56,-42,-52,-51,-50,4
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-05-03,-54,-39,-42,-46,-24,-2
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-05-04,-46,-35,-27,-54,-76,14
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-05-05,-43,-30,-17,-51,-75,12
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-05-06,-42,-29,-41,-44,-53,14
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-05-07,-38,-25,-35,-43,-53,14
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-05-08,-41,-24,-46,-44,-54,13
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-05-09,-57,-42,-57,-53,-52,4
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-05-10,-54,-40,-48,-47,-24,-1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-05-11,-40,-27,-19,-49,-76,11
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-05-12,-31,-18,-5,-32,-42,10
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-05-13,-39,-26,-54,-42,-44,14
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-05-14,-34,-20,-35,-36,-42,13
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-05-15,-38,-23,-50,-40,-44,13
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-05-16,-45,-27,-45,-38,-37,2
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-05-17,-44,-27,-34,-36,-20,-3
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-05-18,-35,-22,-38,-37,-41,11
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-05-19,-34,-21,-42,-38,-41,13
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-05-20,-31,-17,-25,-33,-41,12
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-05-21,-31,-17,-32,-33,-40,11
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-05-22,-34,-17,-42,-35,-41,10
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-05-23,-44,-27,-41,-37,-34,1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-05-24,-46,-28,-55,-43,-22,-2
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-05-25,-28,-16,-16,-30,-39,9
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-05-26,-30,-16,-26,-31,-38,10
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-05-27,-27,-13,-6,-26,-37,9
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-05-28,-23,-8,12,-23,-36,6
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-05-29,-27,-9,6,-23,-38,4
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-05-30,-42,-25,-5,-27,-31,-7
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-05-31,-47,-30,-65,-43,-17,-6
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-06-01,-25,-11,-21,-29,-36,8
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-06-02,-26,-13,-27,-27,-35,8
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-06-03,-26,-12,-21,-26,-35,8
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-06-04,-26,-12,-33,-29,-36,9
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-06-05,-27,-10,-19,-25,-36,5
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-06-06,-35,-19,-14,-24,-28,-4
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-06-07,-30,-13,23,-14,-7,-11
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-06-08,-19,-6,32,-20,-34,3
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-06-09,-18,-5,34,-18,-33,4
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-06-10,-17,0,24,-16,-33,3
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-06-11,-14,5,20,-15,-34,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-06-12,-36,-20,-19,-43,-72,10
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-06-13,-43,-31,-26,-37,-33,-3
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-06-14,-30,-15,29,-16,-3,-14
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-06-15,-13,-1,49,-16,-34,2
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-06-16,-14,-1,39,-13,-33,3
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-06-17,-18,-5,18,-17,-33,4
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-06-18,-14,-2,23,-17,-33,3
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-06-19,-18,-3,38,-14,-35,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-06-20,-31,-18,5,-19,-23,-6
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-06-21,-27,-12,29,-12,0,-13
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-06-22,-12,-2,46,-16,-36,2
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-06-23,-11,3,33,-12,-35,2
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-06-24,-14,-2,69,-24,-64,10
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-06-25,-14,-3,12,-17,-35,3
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-06-26,-18,-5,20,-14,-36,1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-06-27,-34,-22,10,-20,-24,-7
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-06-28,-27,-14,24,-12,0,-14
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-06-29,-13,-3,17,-17,-34,2
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-06-30,-8,6,29,-8,-34,1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-07-01,-13,3,1,-25,-66,12
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-07-02,-9,1,29,-10,-34,1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-07-03,-14,-3,29,-10,-36,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-07-04,-32,-21,13,-18,-26,-8
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-07-05,-25,-12,18,-10,-3,-14
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-07-06,-7,1,74,-7,-35,-1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-07-07,-8,4,96,-7,-35,-1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-07-08,-13,0,71,-10,-35,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-07-09,-13,-1,-7,-16,-34,1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-07-10,-10,3,26,-8,-35,-2
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-07-11,-27,-16,26,-12,-25,-11
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-07-12,-23,-10,62,-4,-3,-18
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-07-13,-8,0,22,-11,-36,-1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-07-14,-7,4,69,-9,-36,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-07-15,-7,4,26,-10,-34,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-07-16,-5,5,15,-9,-34,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-07-17,-13,0,8,-11,-37,-1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-07-18,-25,-16,8,-14,-27,-8
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-07-19,-25,-11,-19,-15,-7,-12
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-07-20,-16,-8,-29,-20,-36,3
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-07-21,-7,4,3,-12,-36,3
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-07-22,-10,1,0,-12,-35,3
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-07-23,-5,5,24,-10,-34,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-07-24,-10,1,28,-8,-36,-2
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-07-25,-23,-14,18,-11,-25,-10
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-07-26,-19,-8,47,-3,-5,-16
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-07-27,-5,2,62,-8,-36,-1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-07-28,-6,3,67,-6,-35,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-07-29,-8,0,49,-7,-35,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-07-30,-7,3,17,-10,-35,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-07-31,-11,0,19,-9,-38,-1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-08-01,-25,-15,-4,-15,-29,-8
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-08-02,-20,-7,2,-9,-10,-12
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-08-03,-6,2,42,-10,-37,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-08-04,-5,4,60,-7,-37,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-08-05,-7,2,54,-7,-36,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-08-06,-5,4,57,-8,-36,-1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-08-07,-11,-1,45,-9,-38,-3
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-08-08,-23,-17,23,-13,-30,-9
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-08-09,-18,-8,44,-4,-8,-15
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-08-10,-3,4,53,-8,-37,-1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-08-11,-5,4,34,-9,-37,1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-08-12,-10,1,6,-11,-37,2
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-08-13,-11,-1,-27,-17,-37,3
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-08-14,-14,-3,-32,-17,-39,3
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-08-15,-11,-5,47,-4,-30,-8
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-08-16,-11,0,43,2,-8,-13
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-08-17,-4,3,30,-8,-36,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-08-18,-5,4,28,-8,-35,1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-08-19,-6,4,20,-8,-35,1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-08-20,-4,5,25,-9,-35,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-08-21,-11,0,27,-6,-36,-2
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-08-22,-20,-12,28,-8,-29,-9
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-08-23,-16,-5,54,1,-8,-15
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-08-24,-6,3,48,-5,-34,-1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-08-25,-3,7,50,-3,-34,-1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-08-26,-7,4,30,-6,-34,1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-08-27,-3,4,32,-6,-33,-1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-08-28,-7,0,29,-3,-35,-2
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-08-29,-15,-8,17,-6,-29,-8
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-08-30,-11,0,27,3,-8,-13
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-08-31,7,16,79,7,-33,-1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-09-01,8,15,91,4,-35,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-09-02,-7,3,23,-1,-32,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-09-03,-4,2,25,-2,-32,-1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-09-04,-9,0,26,0,-33,-2
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-09-05,-16,-9,26,-4,-28,-8
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-09-06,-12,-3,59,4,-11,-12
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-09-07,-6,0,36,0,-33,-1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-09-08,-7,1,33,0,-32,-1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-09-09,-12,-2,-1,-5,-31,1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-09-10,-7,1,-1,-4,-31,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-09-11,-12,-1,-3,-6,-34,1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-09-12,-14,-4,23,-1,-27,-7
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-09-13,-16,-4,23,-1,-9,-10
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-09-14,-9,0,23,-2,-26,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-09-15,-7,3,13,-1,-26,1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-09-16,-11,1,7,-4,-26,1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-09-17,-9,0,14,-5,-26,1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-09-18,-12,0,7,-3,-27,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-09-19,-15,-4,-10,-4,-21,-4
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-09-20,-17,-4,-9,-5,-12,-5
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-09-21,-12,-3,3,-3,-26,2
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-09-22,-10,1,21,0,-24,1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-09-23,-13,-1,27,0,-22,1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-09-24,-11,-1,29,0,-21,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-09-25,-11,0,25,4,-22,-1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-09-26,-17,-8,29,4,-16,-7
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-09-27,-17,-6,51,6,-8,-10
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-09-28,-14,-2,30,2,-19,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-09-29,-13,-1,20,2,-19,1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-09-30,-12,2,23,4,-20,1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-10-01,-10,3,30,3,-18,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-10-02,-13,0,29,8,-20,-1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-10-03,-15,-5,43,8,-18,-7
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-10-04,-17,-4,51,11,-11,-9
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-10-05,-13,-2,24,7,-20,0
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-10-06,-13,0,27,6,-20,1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-10-07,-15,-2,16,2,-19,2
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-10-08,-13,-2,17,-1,-19,2
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-10-09,-13,-1,17,3,-20,1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-10-10,-16,-5,21,4,-12,-4
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-10-11,-19,-4,37,7,-10,-6
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-10-12,-16,-4,14,1,-20,2
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-10-13,-15,-1,15,2,-20,3
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-10-14,-15,0,14,2,-20,4
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-10-15,-12,0,4,-2,-19,3
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-10-16,-18,-4,-21,-4,-21,4
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-10-17,-18,-4,-20,-3,-15,-1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-10-18,-27,-12,-38,-13,-14,-1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-10-19,-18,-5,-8,-7,-28,6
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-10-20,-18,-5,-13,-7,-29,7
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-10-21,-18,-4,-24,-10,-29,8
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-10-22,-15,-3,-12,-9,-27,7
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-10-23,-21,-7,-30,-11,-29,8
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-10-24,-19,-3,-20,-6,-24,1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-10-25,-22,-4,-14,-5,-10,-1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-10-26,-19,-7,-11,-9,-28,7
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-10-27,-17,-3,-8,-8,-29,7
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-10-28,-19,-4,-5,-9,-28,7
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-10-29,-16,-4,0,-11,-28,6
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-10-30,-20,-5,-14,-12,-29,7
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-10-31,-21,-5,-13,-9,-24,1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-11-01,-25,-8,-16,-11,-11,-1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-11-02,-20,-8,-2,-12,-29,7
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-11-03,-15,1,-2,-10,-30,7
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-11-04,-16,-1,22,-26,-71,19
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-11-05,-24,-12,-27,-19,-27,8
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-11-06,-25,-12,-32,-18,-28,9
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-11-07,-23,-8,-34,-15,-22,4
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-11-08,-27,-11,-24,-14,-11,1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-11-09,-22,-10,-16,-15,-25,7
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-11-10,-20,-6,-26,-14,-25,8
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-11-11,-21,-7,-28,-16,-25,9
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-11-12,-19,-7,-28,-18,-24,8
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-11-13,-20,-5,-30,-15,-25,8
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-11-14,-19,-3,-32,-12,-18,3
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-11-15,-23,-5,-30,-11,-10,1
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-11-16,-22,-9,-24,-16,-25,8
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-11-17,-21,-9,-28,-17,-25,8
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-11-18,-23,-10,-32,-20,-25,9
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-11-19,-21,-11,-33,-20,-25,9
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-11-20,-21,-8,-32,-16,-25,8
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-11-21,-20,-4,-32,-14,-17,3
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-11-22,-25,-9,-31,-16,-9,2
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-11-23,-23,-11,-21,-17,-25,8
RU,Russia,,,Nizhny Novgorod Metropolitan Area,,,2020-11-24,-22,-10,-23,-17,-25,8
